match,teamInnings,battingPos,batsmanName,dismissal,runs,balls,4s,6s,SR,matchDate
RCB Vs Titans,RCB,2,FafduPlessis (c),c Tewatia b Noor Ahmad,28,19,5,0,147.36,"May 21, 2023"
RCB Vs Titans,RCB,3,GlennMaxwell , b Rashid Khan,11,5,1,1,220.00,"May 21, 2023"
RCB Vs Titans,RCB,4,MahipalLomror ,st †Saha b Noor Ahmad,1,3,0,0,33.33,"May 21, 2023"
RCB Vs Titans,RCB,5,MichaelBracewell ,c & b Mohammed Shami,26,16,5,0,162.50,"May 21, 2023"
RCB Vs Titans,RCB,6,DineshKarthik ,c †Saha b Yash Dayal,0,1,0,0,0.00,"May 21, 2023"
RCB Vs Titans,RCB,7,AnujRawat †,not out,23,15,1,1,153.33,"May 21, 2023"
RCB Vs Titans,Titans,1,WriddhimanSaha †,c Parnell b Mohammed Siraj,12,14,2,0,85.71,"May 21, 2023"
RCB Vs Titans,Titans,2,ShubmanGill ,not out,104,52,5,8,200.00,"May 21, 2023"
RCB Vs Titans,Titans,3,VijayShankar ,c Kohli b Vyshak,53,35,7,2,151.42,"May 21, 2023"
RCB Vs Titans,Titans,4,DasunShanaka ,c sub (SS Prabhudessai) b Patel,0,3,0,0,0.00,"May 21, 2023"
RCB Vs Titans,Titans,5,DavidMiller ,c sub (SS Prabhudessai) b Mohammed Siraj,6,7,1,0,85.71,"May 21, 2023"
RCB Vs Titans,Titans,6,RahulTewatia ,not out,4,5,0,0,80.00,"May 21, 2023"
Super Kings Vs Titans,Super Kings,1,RuturajGaikwad ,c Miller b Sharma,60,44,7,1,136.36,"May 23, 2023"
Super Kings Vs Titans,Super Kings,2,DevonConway ,c Rashid Khan b Mohammed Shami,40,34,4,0,117.64,"May 23, 2023"
Super Kings Vs Titans,Super Kings,3,ShivamDube , b Noor Ahmad,1,3,0,0,33.33,"May 23, 2023"
Super Kings Vs Titans,Super Kings,4,AjinkyaRahane ,c Shubman Gill b Nalkande,17,10,0,1,170.00,"May 23, 2023"
Super Kings Vs Titans,Super Kings,5,AmbatiRayudu ,c Shanaka b Rashid Khan,17,9,1,1,188.88,"May 23, 2023"
Super Kings Vs Titans,Super Kings,6,RavindraJadeja , b Mohammed Shami,22,16,2,0,137.50,"May 23, 2023"
Super Kings Vs Titans,Super Kings,7,MSDhoni (c)†,c Pandya b Sharma,1,2,0,0,50.00,"May 23, 2023"
Super Kings Vs Titans,Super Kings,8,MoeenAli ,not out,9,4,0,1,225.00,"May 23, 2023"
Super Kings Vs Titans,Titans,1,WriddhimanSaha †,c Pathirana b Chahar,12,11,2,0,109.09,"May 23, 2023"
Super Kings Vs Titans,Titans,2,ShubmanGill ,c Conway b Chahar,42,38,4,1,110.52,"May 23, 2023"
Super Kings Vs Titans,Titans,3,HardikPandya (c),c Jadeja b Theekshana,8,7,1,0,114.28,"May 23, 2023"
Super Kings Vs Titans,Titans,4,DasunShanaka ,c Theekshana b Jadeja,17,16,1,1,106.25,"May 23, 2023"
Super Kings Vs Titans,Titans,5,DavidMiller , b Jadeja,4,6,0,0,66.66,"May 23, 2023"
Super Kings Vs Titans,Titans,6,VijayShankar ,c Gaikwad b Pathirana,14,10,0,1,140.00,"May 23, 2023"
Super Kings Vs Titans,Titans,7,RahulTewatia , b Theekshana,3,5,0,0,60.00,"May 23, 2023"
Super Kings Vs Titans,Titans,8,RashidKhan ,c Conway b Deshpande,30,16,3,2,187.50,"May 23, 2023"
Super Kings Vs Titans,Titans,9,DarshanNalkande ,run out (sub [SP Senapati]),0,1,0,0,0.00,"May 23, 2023"
Super Kings Vs Titans,Titans,10,NoorAhmad ,not out,7,5,1,0,140.00,"May 23, 2023"
Super Kings Vs Titans,Titans,11,MohammedShami ,c Chahar b Pathirana,5,5,1,0,100.00,"May 23, 2023"
Mumbai Vs Super Giants,Mumbai,1,IshanKishan †,c †Pooran b Yash Thakur,15,12,3,0,125.00,"May 24, 2023"
Mumbai Vs Super Giants,Mumbai,2,RohitSharma (c),c Badoni b Naveen-ul-Haq,11,10,1,1,110.00,"May 24, 2023"
Mumbai Vs Super Giants,Mumbai,3,CameronGreen , b Naveen-ul-Haq,41,23,6,1,178.26,"May 24, 2023"
Mumbai Vs Super Giants,Mumbai,4,SuryakumarYadav ,c Gowtham b Naveen-ul-Haq,33,20,2,2,165.00,"May 24, 2023"
Mumbai Vs Super Giants,Mumbai,5,TilakVarma ,c Hooda b Naveen-ul-Haq,26,22,0,2,118.18,"May 24, 2023"
Mumbai Vs Super Giants,Mumbai,6,TimDavid ,c Hooda b Yash Thakur,13,13,1,0,100.00,"May 24, 2023"
Mumbai Vs Super Giants,Mumbai,7,NehalWadhera ,c Ravi Bishnoi b Yash Thakur,23,12,2,2,191.66,"May 24, 2023"
Mumbai Vs Super Giants,Mumbai,8,ChrisJordan ,c Hooda b Mohsin Khan,4,7,0,0,57.14,"May 24, 2023"
Mumbai Vs Super Giants,Mumbai,9,HrithikShokeen ,not out,0,1,0,0,0.00,"May 24, 2023"
Mumbai Vs Super Giants,Super Giants,1,KyleMayers ,c Green b Jordan,18,13,3,0,138.46,"May 24, 2023"
Mumbai Vs Super Giants,Super Giants,2,PrerakMankad ,c Shokeen b Madhwal,3,6,0,0,50.00,"May 24, 2023"
Mumbai Vs Super Giants,Super Giants,3,KrunalPandya (c),c David b Chawla,8,11,1,0,72.72,"May 24, 2023"
Mumbai Vs Super Giants,Super Giants,4,MarcusStoinis ,run out (David/†Ishan Kishan),40,27,5,1,148.14,"May 24, 2023"
Mumbai Vs Super Giants,Super Giants,5,AyushBadoni , b Madhwal,1,7,0,0,14.28,"May 24, 2023"
Mumbai Vs Super Giants,Super Giants,6,NicholasPooran †,c †Ishan Kishan b Madhwal,0,1,0,0,0.00,"May 24, 2023"
Mumbai Vs Super Giants,Super Giants,7,DeepakHooda ,run out (Green/Madhwal/Sharma),15,13,0,1,115.38,"May 24, 2023"
Mumbai Vs Super Giants,Super Giants,8,KrishnappaGowtham ,run out (Sharma),2,3,0,0,66.66,"May 24, 2023"
Mumbai Vs Super Giants,Super Giants,9,RaviBishnoi ,c Jordan b Madhwal,3,6,0,0,50.00,"May 24, 2023"
Mumbai Vs Super Giants,Super Giants,10,Naveen-ul-Haq ,not out,1,5,0,0,20.00,"May 24, 2023"
Mumbai Vs Super Giants,Super Giants,11,MohsinKhan , b Madhwal,0,7,0,0,0.00,"May 24, 2023"
Titans Vs Mumbai,Titans,1,WriddhimanSaha †,st †Ishan Kishan b Chawla,18,16,3,0,112.50,"May 26, 2023"
Titans Vs Mumbai,Titans,2,ShubmanGill ,c David b Madhwal,129,60,7,10,215.00,"May 26, 2023"
Titans Vs Mumbai,Titans,3,SaiSudharsan ,retired out ,43,31,5,1,138.70,"May 26, 2023"
Titans Vs Mumbai,Titans,4,HardikPandya (c),not out,28,13,2,2,215.38,"May 26, 2023"
Titans Vs Mumbai,Titans,5,RashidKhan ,not out,5,2,1,0,250.00,"May 26, 2023"
Titans Vs Mumbai,Mumbai,1,RohitSharma (c),c Little b Mohammed Shami,8,7,1,0,114.28,"May 26, 2023"
Titans Vs Mumbai,Mumbai,2,NehalWadhera ,c †Saha b Mohammed Shami,4,3,1,0,133.33,"May 26, 2023"
Titans Vs Mumbai,Mumbai,3,CameronGreen , b Little,30,20,2,2,150.00,"May 26, 2023"
Titans Vs Mumbai,Mumbai,4,SuryakumarYadav , b Sharma,61,38,7,2,160.52,"May 26, 2023"
Titans Vs Mumbai,Mumbai,5,TilakVarma , b Rashid Khan,43,14,5,3,307.14,"May 26, 2023"
Titans Vs Mumbai,Mumbai,6,VishnuVinod †,c Pandya b Sharma,5,7,0,0,71.42,"May 26, 2023"
Titans Vs Mumbai,Mumbai,7,TimDavid ,lbw b Rashid Khan,2,3,0,0,66.66,"May 26, 2023"
Titans Vs Mumbai,Mumbai,8,ChrisJordan ,c Sai Sudharsan b Sharma,2,5,0,0,40.00,"May 26, 2023"
Titans Vs Mumbai,Mumbai,9,PiyushChawla ,c Miller b Sharma,0,2,0,0,0.00,"May 26, 2023"
Titans Vs Mumbai,Mumbai,10,KumarKartikeya ,c Miller b Sharma,6,7,1,0,85.71,"May 26, 2023"
Titans Vs Mumbai,Mumbai,11,JasonBehrendorff ,not out,3,5,0,0,60.00,"May 26, 2023"
Titans Vs Super Kings,Titans,1,WriddhimanSaha †,c †Dhoni b Chahar,54,39,5,1,138.46,"May 29, 2023"
Titans Vs Super Kings,Titans,2,ShubmanGill ,st †Dhoni b Jadeja,39,20,7,0,195.00,"May 29, 2023"
Titans Vs Super Kings,Titans,3,SaiSudharsan ,lbw b Pathirana,96,47,8,6,204.25,"May 29, 2023"
Titans Vs Super Kings,Titans,4,HardikPandya (c),not out,21,12,0,2,175.00,"May 29, 2023"
Titans Vs Super Kings,Titans,5,RashidKhan ,c Gaikwad b Pathirana,0,2,0,0,0.00,"May 29, 2023"
Titans Vs Super Kings,Super Kings,1,RuturajGaikwad ,c Rashid Khan b Noor Ahmad,26,16,3,1,162.50,"May 29, 2023"
Titans Vs Super Kings,Super Kings,2,DevonConway ,c Sharma b Noor Ahmad,47,25,4,2,188.00,"May 29, 2023"
Titans Vs Super Kings,Super Kings,3,ShivamDube ,not out,32,21,0,2,152.38,"May 29, 2023"
Titans Vs Super Kings,Super Kings,4,AjinkyaRahane ,c Shankar b Sharma,27,13,2,2,207.69,"May 29, 2023"
Titans Vs Super Kings,Super Kings,5,AmbatiRayudu ,c & b Sharma,19,8,1,2,237.50,"May 29, 2023"
Titans Vs Super Kings,Super Kings,6,MSDhoni (c)†,c Miller b Sharma,0,1,0,0,0.00,"May 29, 2023"
Titans Vs Super Kings,Super Kings,7,RavindraJadeja ,not out,15,6,1,1,250.00,"May 29, 2023"
