match,teamInnings,battingPos,batsmanName,dismissal,runs,balls,4s,6s,SR,matchDate
Punjab Kings Vs Sunrisers,Punjab Kings,7,MShahrukhKhan ,lbw b Markande,4,3,1,0,133.33,"Apr 9, 2023"
Punjab Kings Vs Sunrisers,Punjab Kings,8,HarpreetBrar , b Umran Malik,1,2,0,0,50.00,"Apr 9, 2023"
Punjab Kings Vs Sunrisers,Punjab Kings,9,RahulChahar ,lbw b Markande,0,8,0,0,0.00,"Apr 9, 2023"
Punjab Kings Vs Sunrisers,Punjab Kings,10,NathanEllis , b Markande,0,5,0,0,0.00,"Apr 9, 2023"
Punjab Kings Vs Sunrisers,Punjab Kings,11,MohitRathee ,not out,1,2,0,0,50.00,"Apr 9, 2023"
Punjab Kings Vs Sunrisers,Sunrisers,1,HarryBrook , b Arshdeep Singh,13,14,3,0,92.85,"Apr 9, 2023"
Punjab Kings Vs Sunrisers,Sunrisers,2,MayankAgarwal ,c Curran b Chahar,21,20,3,0,105.00,"Apr 9, 2023"
Punjab Kings Vs Sunrisers,Sunrisers,3,RahulTripathi ,not out,74,48,10,3,154.16,"Apr 9, 2023"
Punjab Kings Vs Sunrisers,Sunrisers,4,AidenMarkram (c),not out,37,21,6,0,176.19,"Apr 9, 2023"
RCB Vs Super Giants,RCB,1,ViratKohli ,c Stoinis b Mishra,61,44,4,4,138.63,"Apr 10, 2023"
RCB Vs Super Giants,RCB,2,FafduPlessis (c),not out,79,46,5,5,171.73,"Apr 10, 2023"
RCB Vs Super Giants,RCB,3,GlennMaxwell , b Wood,59,29,3,6,203.44,"Apr 10, 2023"
RCB Vs Super Giants,RCB,4,DineshKarthik †,not out,1,1,0,0,100.00,"Apr 10, 2023"
RCB Vs Super Giants,Super Giants,1,KyleMayers , b Mohammed Siraj,0,3,0,0,0.00,"Apr 10, 2023"
RCB Vs Super Giants,Super Giants,2,KLRahul (c),c Kohli b Mohammed Siraj,18,20,1,0,90.00,"Apr 10, 2023"
RCB Vs Super Giants,Super Giants,3,DeepakHooda ,c †Karthik b Parnell,9,10,1,0,90.00,"Apr 10, 2023"
RCB Vs Super Giants,Super Giants,4,KrunalPandya ,c †Karthik b Parnell,0,2,0,0,0.00,"Apr 10, 2023"
RCB Vs Super Giants,Super Giants,5,MarcusStoinis ,c Shahbaz Ahmed b Sharma,65,30,6,5,216.66,"Apr 10, 2023"
RCB Vs Super Giants,Super Giants,6,NicholasPooran †,c Shahbaz Ahmed b Mohammed Siraj,62,19,4,7,326.31,"Apr 10, 2023"
RCB Vs Super Giants,Super Giants,7,AyushBadoni ,hit wicket b Parnell,30,24,4,0,125.00,"Apr 10, 2023"
RCB Vs Super Giants,Super Giants,8,JaydevUnadkat ,c du Plessis b Patel,9,7,1,0,128.57,"Apr 10, 2023"
RCB Vs Super Giants,Super Giants,9,MarkWood , b Patel,1,2,0,0,50.00,"Apr 10, 2023"
RCB Vs Super Giants,Super Giants,10,RaviBishnoi ,not out,3,2,0,0,150.00,"Apr 10, 2023"
RCB Vs Super Giants,Super Giants,11,AveshKhan ,not out,0,1,0,0,0.00,"Apr 10, 2023"
Capitals Vs Mumbai,Capitals,1,DavidWarner (c),c Meredith b Behrendorff,51,47,6,0,108.51,"Apr 11, 2023"
Capitals Vs Mumbai,Capitals,2,PrithviShaw ,c Green b Shokeen,15,10,3,0,150.00,"Apr 11, 2023"
Capitals Vs Mumbai,Capitals,3,ManishPandey ,c Behrendorff b Chawla,26,18,5,0,144.44,"Apr 11, 2023"
Capitals Vs Mumbai,Capitals,4,YashDhull ,c Wadhera b Meredith,2,4,0,0,50.00,"Apr 11, 2023"
Capitals Vs Mumbai,Capitals,5,RovmanPowell ,lbw b Chawla,4,4,1,0,100.00,"Apr 11, 2023"
Capitals Vs Mumbai,Capitals,6,LalitYadav , b Chawla,2,4,0,0,50.00,"Apr 11, 2023"
Capitals Vs Mumbai,Capitals,7,AxarPatel ,c Arshad Khan b Behrendorff,54,25,4,5,216.00,"Apr 11, 2023"
Capitals Vs Mumbai,Capitals,8,AbishekPorel †,c Green b Behrendorff,1,3,0,0,33.33,"Apr 11, 2023"
Capitals Vs Mumbai,Capitals,9,KuldeepYadav ,run out (Wadhera),0,1,0,0,0.00,"Apr 11, 2023"
Capitals Vs Mumbai,Capitals,10,AnrichNortje , b Meredith,5,3,1,0,166.66,"Apr 11, 2023"
Capitals Vs Mumbai,Capitals,11,MustafizurRahman ,not out,1,1,0,0,100.00,"Apr 11, 2023"
Capitals Vs Mumbai,Mumbai,1,RohitSharma (c),c †Abishek Porel b Mustafizur Rahman,65,45,6,4,144.44,"Apr 11, 2023"
Capitals Vs Mumbai,Mumbai,2,IshanKishan †,run out (Mukesh Kumar/Lalit Yadav),31,26,6,0,119.23,"Apr 11, 2023"
Capitals Vs Mumbai,Mumbai,3,TilakVarma ,c Pandey b Mukesh Kumar,41,29,1,4,141.37,"Apr 11, 2023"
Capitals Vs Mumbai,Mumbai,4,SuryakumarYadav ,c Kuldeep Yadav b Mukesh Kumar,0,1,0,0,0.00,"Apr 11, 2023"
Capitals Vs Mumbai,Mumbai,5,TimDavid ,not out,13,11,0,1,118.18,"Apr 11, 2023"
Capitals Vs Mumbai,Mumbai,6,CameronGreen ,not out,17,8,1,1,212.50,"Apr 11, 2023"
Royals Vs Super Kings,Royals,1,YashasviJaiswal ,c Dube b Deshpande,10,8,2,0,125.00,"Apr 12, 2023"
Royals Vs Super Kings,Royals,2,JosButtler , b Ali,52,36,1,3,144.44,"Apr 12, 2023"
Royals Vs Super Kings,Royals,3,DevduttPadikkal ,c Conway b Jadeja,38,26,5,0,146.15,"Apr 12, 2023"
Royals Vs Super Kings,Royals,4,SanjuSamson (c)†, b Jadeja,0,2,0,0,0.00,"Apr 12, 2023"
Royals Vs Super Kings,Royals,5,RavichandranAshwin ,c Magala b Akash Singh,30,22,1,2,136.36,"Apr 12, 2023"
Royals Vs Super Kings,Royals,6,ShimronHetmyer ,not out,30,18,2,2,166.66,"Apr 12, 2023"
Royals Vs Super Kings,Royals,7,DhruvJurel ,c Dube b Akash Singh,4,6,0,0,66.66,"Apr 12, 2023"
Royals Vs Super Kings,Royals,8,JasonHolder ,c Conway b Deshpande,0,1,0,0,0.00,"Apr 12, 2023"
Royals Vs Super Kings,Royals,9,AdamZampa ,run out (Theekshana/†Dhoni),1,1,0,0,100.00,"Apr 12, 2023"
Royals Vs Super Kings,Super Kings,1,RuturajGaikwad ,c Jaiswal b Sandeep Sharma,8,10,1,0,80.00,"Apr 12, 2023"
Royals Vs Super Kings,Super Kings,2,DevonConway ,c Jaiswal b Chahal,50,38,6,0,131.57,"Apr 12, 2023"
Royals Vs Super Kings,Super Kings,3,AjinkyaRahane ,lbw b Ashwin,31,19,2,1,163.15,"Apr 12, 2023"
Royals Vs Super Kings,Super Kings,4,ShivamDube ,lbw b Ashwin,8,9,1,0,88.88,"Apr 12, 2023"
Royals Vs Super Kings,Super Kings,5,MoeenAli ,c Sandeep Sharma b Zampa,7,10,0,0,70.00,"Apr 12, 2023"
Royals Vs Super Kings,Super Kings,6,AmbatiRayudu ,c Hetmyer b Chahal,1,2,0,0,50.00,"Apr 12, 2023"
Royals Vs Super Kings,Super Kings,7,RavindraJadeja ,not out,25,15,1,2,166.66,"Apr 12, 2023"
Royals Vs Super Kings,Super Kings,8,MSDhoni (c)†,not out,32,17,1,3,188.23,"Apr 12, 2023"
Punjab Kings Vs Titans,Punjab Kings,1,PrabhsimranSingh ,c Rashid Khan b Mohammed Shami,0,2,0,0,0.00,"Apr 13, 2023"
Punjab Kings Vs Titans,Punjab Kings,2,ShikharDhawan (c),c Joseph b Little,8,8,2,0,100.00,"Apr 13, 2023"
Punjab Kings Vs Titans,Punjab Kings,3,MatthewShort , b Rashid Khan,36,24,6,1,150.00,"Apr 13, 2023"
Punjab Kings Vs Titans,Punjab Kings,4,BhanukaRajapaksa ,c Shubman Gill b Joseph,20,26,1,0,76.92,"Apr 13, 2023"
Punjab Kings Vs Titans,Punjab Kings,5,JiteshSharma †,c †Saha b Sharma,25,23,5,0,108.69,"Apr 13, 2023"
Punjab Kings Vs Titans,Punjab Kings,6,SamCurran ,c Shubman Gill b Sharma,22,22,1,1,100.00,"Apr 13, 2023"
Punjab Kings Vs Titans,Punjab Kings,7,MShahrukhKhan ,run out (Miller/†Saha),22,9,1,2,244.44,"Apr 13, 2023"
Punjab Kings Vs Titans,Punjab Kings,8,HarpreetBrar ,not out,8,5,0,1,160.00,"Apr 13, 2023"
Punjab Kings Vs Titans,Punjab Kings,9,RishiDhawan ,run out (†Saha),1,1,0,0,100.00,"Apr 13, 2023"
Punjab Kings Vs Titans,Titans,1,WriddhimanSaha †,c Short b Rabada,30,19,5,0,157.89,"Apr 13, 2023"
Punjab Kings Vs Titans,Titans,2,ShubmanGill , b Curran,67,49,7,1,136.73,"Apr 13, 2023"
Punjab Kings Vs Titans,Titans,3,SaiSudharsan ,c Prabhsimran Singh b Arshdeep Singh,19,20,2,0,95.00,"Apr 13, 2023"
Punjab Kings Vs Titans,Titans,4,HardikPandya (c),c Curran b Harpreet Brar,8,11,1,0,72.72,"Apr 13, 2023"
Punjab Kings Vs Titans,Titans,5,DavidMiller ,not out,17,18,1,0,94.44,"Apr 13, 2023"
Punjab Kings Vs Titans,Titans,6,RahulTewatia ,not out,5,2,1,0,250.00,"Apr 13, 2023"
Sunrisers Vs KKR,Sunrisers,1,HarryBrook ,not out,100,55,12,3,181.81,"Apr 14, 2023"
Sunrisers Vs KKR,Sunrisers,2,MayankAgarwal ,c Varun b Russell,9,13,0,0,69.23,"Apr 14, 2023"
Sunrisers Vs KKR,Sunrisers,3,RahulTripathi ,c †Rahmanullah Gurbaz b Russell,9,4,2,0,225.00,"Apr 14, 2023"
Sunrisers Vs KKR,Sunrisers,4,AidenMarkram (c),c Russell b Varun,50,26,2,5,192.30,"Apr 14, 2023"
Sunrisers Vs KKR,Sunrisers,5,AbhishekSharma ,c Thakur b Russell,32,17,3,2,188.23,"Apr 14, 2023"
Sunrisers Vs KKR,Sunrisers,6,HeinrichKlaasen †,not out,16,6,2,1,266.66,"Apr 14, 2023"
Sunrisers Vs KKR,KKR,1,RahmanullahGurbaz †,c Umran Malik b Kumar,0,3,0,0,0.00,"Apr 14, 2023"
Sunrisers Vs KKR,KKR,2,NarayanJagadeesan ,c sub (GD Phillips) b Markande,36,21,5,1,171.42,"Apr 14, 2023"
Sunrisers Vs KKR,KKR,3,VenkateshIyer ,c Markram b Jansen,10,11,2,0,90.90,"Apr 14, 2023"
Sunrisers Vs KKR,KKR,4,SunilNarine ,c Markram b Jansen,0,1,0,0,0.00,"Apr 14, 2023"
Sunrisers Vs KKR,KKR,5,NitishRana (c),c Washington Sundar b Natarajan,75,41,5,6,182.92,"Apr 14, 2023"
Sunrisers Vs KKR,KKR,6,AndreRussell ,c Jansen b Markande,3,6,0,0,50.00,"Apr 14, 2023"
Sunrisers Vs KKR,KKR,7,RinkuSingh ,not out,58,31,4,4,187.09,"Apr 14, 2023"
Sunrisers Vs KKR,KKR,8,ShardulThakur ,c Washington Sundar b Umran Malik,12,7,2,0,171.42,"Apr 14, 2023"
Sunrisers Vs KKR,KKR,9,UmeshYadav ,not out,1,1,0,0,100.00,"Apr 14, 2023"
RCB Vs Capitals,RCB,1,ViratKohli ,c Dhull b Lalit Yadav,50,34,6,1,147.05,"Apr 15, 2023"
RCB Vs Capitals,RCB,2,FafduPlessis (c),c Aman Hakim Khan b Marsh,22,16,3,1,137.50,"Apr 15, 2023"
RCB Vs Capitals,RCB,3,MahipalLomror ,c †Abishek Porel b Marsh,26,18,0,2,144.44,"Apr 15, 2023"
RCB Vs Capitals,RCB,4,GlennMaxwell ,c Warner b Kuldeep Yadav,24,14,0,3,171.42,"Apr 15, 2023"
RCB Vs Capitals,RCB,5,HarshalPatel ,c †Abishek Porel b Patel,6,4,0,1,150.00,"Apr 15, 2023"
RCB Vs Capitals,RCB,6,ShahbazAhmed ,not out,20,12,3,0,166.66,"Apr 15, 2023"
RCB Vs Capitals,RCB,7,DineshKarthik †,c Lalit Yadav b Kuldeep Yadav,0,1,0,0,0.00,"Apr 15, 2023"
RCB Vs Capitals,RCB,8,AnujRawat ,not out,15,22,1,0,68.18,"Apr 15, 2023"
RCB Vs Capitals,Capitals,1,DavidWarner (c),c Kohli b Vyshak,19,13,4,0,146.15,"Apr 15, 2023"
RCB Vs Capitals,Capitals,2,PrithviShaw ,run out (Anuj Rawat),0,2,0,0,0.00,"Apr 15, 2023"
RCB Vs Capitals,Capitals,3,MitchellMarsh ,c Kohli b Parnell,0,4,0,0,0.00,"Apr 15, 2023"
RCB Vs Capitals,Capitals,4,YashDhull ,lbw b Mohammed Siraj,1,4,0,0,25.00,"Apr 15, 2023"
RCB Vs Capitals,Capitals,5,ManishPandey ,lbw b de Silva,50,38,5,1,131.57,"Apr 15, 2023"
RCB Vs Capitals,Capitals,6,AbishekPorel †,c Parnell b Patel,5,8,0,0,62.50,"Apr 15, 2023"
RCB Vs Capitals,Capitals,7,AxarPatel ,c Mohammed Siraj b Vyshak,21,14,3,0,150.00,"Apr 15, 2023"
RCB Vs Capitals,Capitals,8,AmanHakimKhan ,c Kohli b Mohammed Siraj,18,10,1,1,180.00,"Apr 15, 2023"
RCB Vs Capitals,Capitals,9,LalitYadav ,c Maxwell b Vyshak,4,7,0,0,57.14,"Apr 15, 2023"
RCB Vs Capitals,Capitals,10,AnrichNortje ,not out,23,14,4,0,164.28,"Apr 15, 2023"
RCB Vs Capitals,Capitals,11,KuldeepYadav ,not out,7,6,1,0,116.66,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Super Giants,1,KLRahul (c),c sub (NT Ellis) b Arshdeep Singh,74,56,8,1,132.14,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Super Giants,2,KyleMayers ,c Harpreet Singh b Harpreet Brar,29,23,1,3,126.08,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Super Giants,3,DeepakHooda ,lbw b Sikandar Raza,2,3,0,0,66.66,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Super Giants,4,KrunalPandya ,c Shahrukh Khan b Rabada,18,17,2,0,105.88,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Super Giants,5,NicholasPooran †,c Shahrukh Khan b Rabada,0,1,0,0,0.00,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Super Giants,6,MarcusStoinis ,c †Sharma b Curran,15,11,0,2,136.36,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Super Giants,7,AyushBadoni ,not out,5,6,0,0,83.33,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Super Giants,8,KrishnappaGowtham ,c Sikandar Raza b Curran,1,2,0,0,50.00,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Super Giants,9,YudhvirSingh ,c Shahrukh Khan b Curran,0,1,0,0,0.00,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Super Giants,10,RaviBishnoi ,not out,3,1,0,0,300.00,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Punjab Kings,1,AtharvaTaide ,c Avesh Khan b Yudhvir Singh,0,3,0,0,0.00,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Punjab Kings,2,PrabhsimranSingh , b Yudhvir Singh,4,4,1,0,100.00,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Punjab Kings,3,MatthewShort ,c Stoinis b Gowtham,34,22,5,1,154.54,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Punjab Kings,4,HarpreetSingh ,c sub (PN Mankad) b Pandya,22,22,3,0,100.00,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Punjab Kings,5,SikandarRaza ,c Stoinis b Ravi Bishnoi,57,41,4,3,139.02,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Punjab Kings,6,SamCurran (c),c Pandya b Ravi Bishnoi,6,6,1,0,100.00,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Punjab Kings,7,JiteshSharma †,c Rahul b Wood,2,4,0,0,50.00,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Punjab Kings,8,MShahrukhKhan ,not out,23,10,1,2,230.00,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Punjab Kings,9,HarpreetBrar ,c †Pooran b Wood,6,4,1,0,150.00,"Apr 15, 2023"
Super Giants Vs Punjab Kings,Punjab Kings,10,KagisoRabada ,not out,0,1,0,0,0.00,"Apr 15, 2023"
KKR Vs Mumbai,KKR,1,RahmanullahGurbaz †,c Jansen b Chawla,8,12,0,0,66.66,"Apr 16, 2023"
KKR Vs Mumbai,KKR,2,NarayanJagadeesan ,c Shokeen b Green,0,5,0,0,0.00,"Apr 16, 2023"
KKR Vs Mumbai,KKR,3,VenkateshIyer ,c Jansen b Meredith,104,51,6,9,203.92,"Apr 16, 2023"
KKR Vs Mumbai,KKR,4,NitishRana (c),c sub (Ramandeep Singh) b Shokeen,5,10,0,0,50.00,"Apr 16, 2023"
KKR Vs Mumbai,KKR,5,ShardulThakur ,c Tilak Varma b Shokeen,13,11,1,0,118.18,"Apr 16, 2023"
KKR Vs Mumbai,KKR,6,RinkuSingh ,c Wadhera b Jansen,18,18,2,0,100.00,"Apr 16, 2023"
KKR Vs Mumbai,KKR,7,AndreRussell ,not out,21,11,3,1,190.90,"Apr 16, 2023"
KKR Vs Mumbai,KKR,8,SunilNarine ,not out,2,2,0,0,100.00,"Apr 16, 2023"
KKR Vs Mumbai,Mumbai,1,RohitSharma ,c Yadav b Suyash Sharma,20,13,1,2,153.84,"Apr 16, 2023"
KKR Vs Mumbai,Mumbai,2,IshanKishan †, b Varun,58,25,5,5,232.00,"Apr 16, 2023"
KKR Vs Mumbai,Mumbai,3,SuryakumarYadav (c),c †Rahmanullah Gurbaz b Thakur,43,25,4,3,172.00,"Apr 16, 2023"
KKR Vs Mumbai,Mumbai,4,TilakVarma , b Suyash Sharma,30,25,3,1,120.00,"Apr 16, 2023"
KKR Vs Mumbai,Mumbai,5,TimDavid ,not out,24,13,1,2,184.61,"Apr 16, 2023"
KKR Vs Mumbai,Mumbai,6,NehalWadhera ,c †Rahmanullah Gurbaz b Ferguson,6,4,1,0,150.00,"Apr 16, 2023"
KKR Vs Mumbai,Mumbai,7,CameronGreen ,not out,1,1,0,0,100.00,"Apr 16, 2023"
Titans Vs Royals,Titans,1,WriddhimanSaha †,c & b Boult,4,3,1,0,133.33,"Apr 16, 2023"
Titans Vs Royals,Titans,2,ShubmanGill ,c Buttler b Sandeep Sharma,45,34,4,1,132.35,"Apr 16, 2023"
Titans Vs Royals,Titans,3,SaiSudharsan ,run out (Buttler/†Samson),20,19,2,0,105.26,"Apr 16, 2023"
Titans Vs Royals,Titans,4,HardikPandya (c),c Jaiswal b Chahal,28,19,3,1,147.36,"Apr 16, 2023"
Titans Vs Royals,Titans,5,DavidMiller ,c Hetmyer b Sandeep Sharma,46,30,3,2,153.33,"Apr 16, 2023"
Titans Vs Royals,Titans,6,AbhinavManohar ,c Padikkal b Zampa,27,13,0,3,207.69,"Apr 16, 2023"
Titans Vs Royals,Titans,7,RahulTewatia ,not out,1,1,0,0,100.00,"Apr 16, 2023"
Titans Vs Royals,Titans,8,RashidKhan ,run out (Buttler/Sandeep Sharma),1,1,0,0,100.00,"Apr 16, 2023"
Titans Vs Royals,Titans,9,AlzarriJoseph ,not out,0,0,0,0,-,"Apr 16, 2023"
Titans Vs Royals,Royals,1,YashasviJaiswal ,c Shubman Gill b Pandya,1,7,0,0,14.28,"Apr 16, 2023"
Titans Vs Royals,Royals,2,JosButtler , b Mohammed Shami,0,5,0,0,0.00,"Apr 16, 2023"
Titans Vs Royals,Royals,3,DevduttPadikkal ,c Sharma b Rashid Khan,26,25,2,2,104.00,"Apr 16, 2023"
Titans Vs Royals,Royals,4,SanjuSamson (c)†,c Miller b Noor Ahmad,60,32,3,6,187.50,"Apr 16, 2023"
Titans Vs Royals,Royals,5,RiyanParag ,c Miller b Rashid Khan,5,7,0,0,71.42,"Apr 16, 2023"
Titans Vs Royals,Royals,6,ShimronHetmyer ,not out,56,26,2,5,215.38,"Apr 16, 2023"
Titans Vs Royals,Royals,7,DhruvJurel ,c Sharma b Mohammed Shami,18,10,2,1,180.00,"Apr 16, 2023"
Titans Vs Royals,Royals,8,RavichandranAshwin ,c Tewatia b Mohammed Shami,10,3,1,1,333.33,"Apr 16, 2023"
Titans Vs Royals,Royals,9,TrentBoult ,not out,0,1,0,0,0.00,"Apr 16, 2023"
Super Kings Vs RCB,Super Kings,1,RuturajGaikwad ,c Parnell b Mohammed Siraj,3,6,0,0,50.00,"Apr 17, 2023"
Super Kings Vs RCB,Super Kings,2,DevonConway , b Patel,83,45,6,6,184.44,"Apr 17, 2023"
Super Kings Vs RCB,Super Kings,3,AjinkyaRahane , b de Silva,37,20,3,2,185.00,"Apr 17, 2023"
Super Kings Vs RCB,Super Kings,4,ShivamDube ,c Mohammed Siraj b Parnell,52,27,2,5,192.59,"Apr 17, 2023"
Super Kings Vs RCB,Super Kings,5,AmbatiRayudu ,c †Karthik b Vyshak,14,6,1,1,233.33,"Apr 17, 2023"
Super Kings Vs RCB,Super Kings,6,MoeenAli ,not out,19,9,0,2,211.11,"Apr 17, 2023"
Super Kings Vs RCB,Super Kings,7,RavindraJadeja ,c Prabhudessai b Maxwell,10,8,0,1,125.00,"Apr 17, 2023"
Super Kings Vs RCB,Super Kings,8,MSDhoni (c)†,not out,1,1,0,0,100.00,"Apr 17, 2023"
Super Kings Vs RCB,RCB,1,ViratKohli , b Akash Singh,6,4,1,0,150.00,"Apr 17, 2023"
Super Kings Vs RCB,RCB,2,FafduPlessis (c),c †Dhoni b Ali,62,33,5,4,187.87,"Apr 17, 2023"
Super Kings Vs RCB,RCB,3,MahipalLomror ,c Gaikwad b Deshpande,0,5,0,0,0.00,"Apr 17, 2023"
Super Kings Vs RCB,RCB,4,GlennMaxwell ,c †Dhoni b Theekshana,76,36,3,8,211.11,"Apr 17, 2023"
Super Kings Vs RCB,RCB,5,ShahbazAhmed ,c Gaikwad b Pathirana,12,10,0,1,120.00,"Apr 17, 2023"
Super Kings Vs RCB,RCB,6,DineshKarthik †,c Theekshana b Deshpande,28,14,3,1,200.00,"Apr 17, 2023"
Super Kings Vs RCB,RCB,7,SuyashPrabhudessai ,c Jadeja b Pathirana,19,11,0,2,172.72,"Apr 17, 2023"
Super Kings Vs RCB,RCB,8,WayneParnell ,c Dube b Deshpande,2,5,0,0,40.00,"Apr 17, 2023"
Super Kings Vs RCB,RCB,9,WaninduHasaranga ,not out,2,2,0,0,100.00,"Apr 17, 2023"
Mumbai Vs Sunrisers,Mumbai,1,RohitSharma (c),c Markram b Natarajan,28,18,6,0,155.55,"Apr 18, 2023"
Mumbai Vs Sunrisers,Mumbai,2,IshanKishan †,c Markram b Jansen,38,31,3,2,122.58,"Apr 18, 2023"
Mumbai Vs Sunrisers,Mumbai,3,CameronGreen ,not out,64,40,6,2,160.00,"Apr 18, 2023"
Mumbai Vs Sunrisers,Mumbai,4,SuryakumarYadav ,c Markram b Jansen,7,3,0,1,233.33,"Apr 18, 2023"
Mumbai Vs Sunrisers,Mumbai,5,TilakVarma ,c Agarwal b Kumar,37,17,2,4,217.64,"Apr 18, 2023"
Mumbai Vs Sunrisers,Mumbai,6,TimDavid ,run out (Abhishek Sharma/Natarajan),16,11,2,0,145.45,"Apr 18, 2023"
Mumbai Vs Sunrisers,Sunrisers,1,HarryBrook ,c Yadav b Behrendorff,9,7,2,0,128.57,"Apr 18, 2023"
Mumbai Vs Sunrisers,Sunrisers,2,MayankAgarwal ,c David b Meredith,48,41,4,1,117.07,"Apr 18, 2023"
Mumbai Vs Sunrisers,Sunrisers,3,RahulTripathi ,c †Ishan Kishan b Behrendorff,7,5,1,0,140.00,"Apr 18, 2023"
Mumbai Vs Sunrisers,Sunrisers,4,AidenMarkram (c),c Shokeen b Green,22,17,1,1,129.41,"Apr 18, 2023"
Mumbai Vs Sunrisers,Sunrisers,5,AbhishekSharma ,c David b Chawla,1,2,0,0,50.00,"Apr 18, 2023"
Mumbai Vs Sunrisers,Sunrisers,6,HeinrichKlaasen †,c David b Chawla,36,16,4,2,225.00,"Apr 18, 2023"
Mumbai Vs Sunrisers,Sunrisers,7,AbdulSamad ,run out (Shokeen/†Ishan Kishan),9,12,1,0,75.00,"Apr 18, 2023"
Mumbai Vs Sunrisers,Sunrisers,8,MarcoJansen ,c David b Meredith,13,6,3,0,216.66,"Apr 18, 2023"
Mumbai Vs Sunrisers,Sunrisers,9,WashingtonSundar ,run out (David),10,6,2,0,166.66,"Apr 18, 2023"
Mumbai Vs Sunrisers,Sunrisers,10,BhuvneshwarKumar ,c Sharma b Tendulkar,2,5,0,0,40.00,"Apr 18, 2023"
Mumbai Vs Sunrisers,Sunrisers,11,MayankMarkande ,not out,2,2,0,0,100.00,"Apr 18, 2023"
Super Giants Vs Royals,Super Giants,1,KLRahul (c),c Buttler b Holder,39,32,4,1,121.87,"Apr 19, 2023"
Super Giants Vs Royals,Super Giants,2,KyleMayers , b Ashwin,51,42,4,3,121.42,"Apr 19, 2023"
Super Giants Vs Royals,Super Giants,3,AyushBadoni , b Boult,1,4,0,0,25.00,"Apr 19, 2023"
Super Giants Vs Royals,Super Giants,4,DeepakHooda ,c Hetmyer b Ashwin,2,4,0,0,50.00,"Apr 19, 2023"
Super Giants Vs Royals,Super Giants,5,MarcusStoinis ,c †Samson b Sandeep Sharma,21,16,2,0,131.25,"Apr 19, 2023"
Super Giants Vs Royals,Super Giants,6,NicholasPooran †,run out (†Samson),29,20,2,1,145.00,"Apr 19, 2023"
Super Giants Vs Royals,Super Giants,7,KrunalPandya ,not out,4,2,1,0,200.00,"Apr 19, 2023"
Super Giants Vs Royals,Super Giants,8,YudhvirSingh ,run out (Hetmyer/†Samson),1,1,0,0,100.00,"Apr 19, 2023"
Super Giants Vs Royals,Royals,1,YashasviJaiswal ,c Avesh Khan b Stoinis,44,35,4,2,125.71,"Apr 19, 2023"
Super Giants Vs Royals,Royals,2,JosButtler ,c Ravi Bishnoi b Stoinis,40,41,4,1,97.56,"Apr 19, 2023"
Super Giants Vs Royals,Royals,3,SanjuSamson (c)†,run out (Mishra/†Pooran),2,4,0,0,50.00,"Apr 19, 2023"
Super Giants Vs Royals,Royals,4,DevduttPadikkal ,c †Pooran b Avesh Khan,26,21,4,0,123.80,"Apr 19, 2023"
Super Giants Vs Royals,Royals,5,ShimronHetmyer ,c Rahul b Avesh Khan,2,5,0,0,40.00,"Apr 19, 2023"
Super Giants Vs Royals,Royals,6,RiyanParag ,not out,15,12,1,1,125.00,"Apr 19, 2023"
Super Giants Vs Royals,Royals,7,DhruvJurel ,c Hooda b Avesh Khan,0,1,0,0,0.00,"Apr 19, 2023"
Super Giants Vs Royals,Royals,8,RavichandranAshwin ,not out,3,2,0,0,150.00,"Apr 19, 2023"
RCB Vs Punjab Kings,RCB,1,ViratKohli (c),c †Sharma b Harpreet Brar,59,47,5,1,125.53,"Apr 20, 2023"
RCB Vs Punjab Kings,RCB,2,FafduPlessis ,c Curran b Ellis,84,56,5,5,150.00,"Apr 20, 2023"
RCB Vs Punjab Kings,RCB,3,GlennMaxwell ,c Taide b Harpreet Brar,0,1,0,0,0.00,"Apr 20, 2023"
RCB Vs Punjab Kings,RCB,4,DineshKarthik †,c Taide b Arshdeep Singh,7,5,1,0,140.00,"Apr 20, 2023"
RCB Vs Punjab Kings,RCB,5,MahipalLomror ,not out,7,9,1,0,77.77,"Apr 20, 2023"
RCB Vs Punjab Kings,RCB,6,ShahbazAhmed ,not out,5,3,0,0,166.66,"Apr 20, 2023"
